model_name,api_kind,persona,scale,domain,n_items,mean_score,std_score,min_score,max_score,completion_status
GPT 5.2,chat,ESFJ,EPQR-A,Neuroticism,30,0.8,0.4,0,1,complete
GPT 5.2,chat,ESFJ,EPQR-A,Lie,30,0.6667,0.4714,0,1,complete
GPT 5.2,chat,ESFJ,IPIP-NEO-120,Neuroticism,120,2.3,0.9274,1,4,complete
GPT 5.2,chat,ESFJ,IPIP-NEO-120,Extraversion,120,4.1917,1.0901,1,5,complete
GPT 5.2,chat,ESFJ,IPIP-NEO-120,Openness,120,3.0917,1.1761,1,5,complete
GPT 5.2,chat,ESFJ,IPIP-NEO-120,Agreeableness,120,4.5583,0.8246,2,5,complete
GPT 5.2,chat,ESFJ,IPIP-NEO-120,Conscientiousness,120,4.8583,0.3487,4,5,complete
GPT 5.2,chat,ESFJ,SD3,Machiavellianism,45,2.4444,1.4229,1,4,complete
GPT 5.2,chat,ESFJ,SD3,Narcissism,45,3.3556,0.8983,2,4,complete
GPT 5.2,chat,ESFJ,SD3,Psychopathy,45,1.2222,0.4157,1,2,complete
GPT 5.2,chat,ESFJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
GPT 5.2,chat,ESFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
GPT 5.2,chat,ESFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.02,0.14,0,1,complete
GPT 5.2,chat,ESFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.5,0.5,0,1,complete
GPT 5.2,chat,ESFJ,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
GPT 5.2,chat,ENFJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
GPT 5.2,chat,ENFJ,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
GPT 5.2,chat,ENFJ,EPQR-A,Neuroticism,30,0.8333,0.3727,0,1,complete
GPT 5.2,chat,ENFJ,EPQR-A,Lie,30,0.5,0.5,0,1,complete
GPT 5.2,chat,ENFJ,IPIP-NEO-120,Neuroticism,120,2.2333,0.8439,1,4,complete
GPT 5.2,chat,ENFJ,IPIP-NEO-120,Extraversion,120,4.4333,0.9104,2,5,complete
GPT 5.2,chat,ENFJ,IPIP-NEO-120,Openness,120,4.1833,0.8464,2,5,complete
GPT 5.2,chat,ENFJ,IPIP-NEO-120,Agreeableness,120,4.55,0.8646,2,5,complete
GPT 5.2,chat,ENFJ,IPIP-NEO-120,Conscientiousness,120,4.5333,0.4989,4,5,complete
GPT 5.2,chat,ENFJ,SD3,Machiavellianism,45,2.2222,1.3147,1,4,complete
GPT 5.2,chat,ENFJ,SD3,Narcissism,45,3.7778,0.8917,2,5,complete
GPT 5.2,chat,ENFJ,SD3,Psychopathy,45,1.4889,0.4999,1,2,complete
GPT 5.2,chat,ENFJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
GPT 5.2,chat,ENFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
GPT 5.2,chat,ENFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.6,0.4899,0,1,complete
GPT 5.2,chat,ENFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.6,0.4899,0,1,complete
GPT 5.2,chat,ENFJ,ZKPQ-50-CC,Sociability,50,0.96,0.196,0,1,complete
GPT 5.2,chat,ENTJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
GPT 5.2,chat,ENTJ,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
GPT 5.2,chat,ENTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
GPT 5.2,chat,ENTJ,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
GPT 5.2,chat,ENTJ,IPIP-NEO-120,Neuroticism,120,1.3833,0.5352,1,4,complete
GPT 5.2,chat,ENTJ,IPIP-NEO-120,Extraversion,120,4.15,0.9188,1,5,complete
GPT 5.2,chat,ENTJ,IPIP-NEO-120,Openness,120,3.3417,1.3754,1,5,complete
GPT 5.2,chat,ENTJ,IPIP-NEO-120,Agreeableness,120,3.6667,1.1426,1,5,complete
GPT 5.2,chat,ENTJ,IPIP-NEO-120,Conscientiousness,120,4.6917,0.7164,2,5,complete
GPT 5.2,chat,ENTJ,SD3,Machiavellianism,45,2.6444,1.4167,1,5,complete
GPT 5.2,chat,ENTJ,SD3,Narcissism,45,4.3333,1.2472,1,5,complete
GPT 5.2,chat,ENTJ,SD3,Psychopathy,45,2.2,1.2754,1,4,complete
GPT 5.2,chat,ENTJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
GPT 5.2,chat,ENTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.48,0.4996,0,1,complete
GPT 5.2,chat,ENTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.22,0.4142,0,1,complete
GPT 5.2,chat,ENTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
GPT 5.2,chat,ENTJ,ZKPQ-50-CC,Sociability,50,0.7,0.4583,0,1,complete
Gemini-3-Flash-Preview,response,Default,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Gemini-3-Flash-Preview,response,Default,EPQR-A,Extraversion,30,0.3667,0.4819,0,1,complete
Gemini-3-Flash-Preview,response,Default,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,Default,EPQR-A,Lie,30,0.3667,0.4819,0,1,complete
Gemini-3-Flash-Preview,response,Default,IPIP-NEO-120,Neuroticism,120,1.8833,1.1194,1,5,complete
Gemini-3-Flash-Preview,response,Default,IPIP-NEO-120,Extraversion,120,2.8,0.9626,1,5,complete
Gemini-3-Flash-Preview,response,Default,IPIP-NEO-120,Openness,120,3.05,1.2237,1,5,complete
Gemini-3-Flash-Preview,response,Default,IPIP-NEO-120,Agreeableness,120,3.8833,1.2328,1,5,complete
Gemini-3-Flash-Preview,response,Default,IPIP-NEO-120,Conscientiousness,120,3.9333,0.9809,1,5,complete
Gemini-3-Flash-Preview,response,Default,SD3,Machiavellianism,45,2.7556,1.3192,1,5,complete
Gemini-3-Flash-Preview,response,Default,SD3,Narcissism,45,3.0,1.1926,1,5,complete
Gemini-3-Flash-Preview,response,Default,SD3,Psychopathy,44,1.3182,0.7315,1,3,complete
Gemini-3-Flash-Preview,response,Default,ZKPQ-50-CC,Activity,50,0.14,0.347,0,1,complete
Gemini-3-Flash-Preview,response,Default,ZKPQ-50-CC,Aggression-Hostility,50,0.12,0.325,0,1,complete
Gemini-3-Flash-Preview,response,Default,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,Default,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.02,0.14,0,1,complete
Gemini-3-Flash-Preview,response,Default,ZKPQ-50-CC,Sociability,50,0.44,0.4964,0,1,complete
Gemini-3-Flash-Preview,response,ISTJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Gemini-3-Flash-Preview,response,ISTJ,IPIP-NEO-120,Neuroticism,120,1.7917,1.1022,1,4,complete
Gemini-3-Flash-Preview,response,ISTJ,IPIP-NEO-120,Extraversion,120,2.1,0.9695,1,4,complete
Gemini-3-Flash-Preview,response,ISTJ,IPIP-NEO-120,Openness,120,2.0417,0.9255,1,4,complete
Gemini-3-Flash-Preview,response,ISTJ,IPIP-NEO-120,Agreeableness,120,3.7417,1.1365,2,5,complete
Gemini-3-Flash-Preview,response,ISTJ,IPIP-NEO-120,Conscientiousness,120,4.8917,0.5291,2,5,complete
Gemini-3-Flash-Preview,response,ISTJ,SD3,Machiavellianism,45,2.6444,1.5078,1,5,complete
Gemini-3-Flash-Preview,response,ISTJ,SD3,Narcissism,45,2.0667,1.0414,1,4,complete
Gemini-3-Flash-Preview,response,ISTJ,SD3,Psychopathy,45,1.2222,0.4157,1,2,complete
Gemini-3-Flash-Preview,response,ISTJ,ZKPQ-50-CC,Activity,50,0.88,0.325,0,1,complete
Gemini-3-Flash-Preview,response,ISTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Gemini-3-Flash-Preview,response,ISTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.1,0.3,0,1,complete
Gemini-3-Flash-Preview,response,ISTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFJ,EPQR-A,Neuroticism,30,0.5333,0.4989,0,1,complete
Gemini-3-Flash-Preview,response,ISFJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Gemini-3-Flash-Preview,response,ISFJ,IPIP-NEO-120,Neuroticism,120,2.5,1.0878,1,5,complete
Gemini-3-Flash-Preview,response,ISFJ,IPIP-NEO-120,Extraversion,120,2.2083,0.9119,1,4,complete
Gemini-3-Flash-Preview,response,ISFJ,IPIP-NEO-120,Openness,120,2.7333,1.16,1,5,complete
Gemini-3-Flash-Preview,response,ISFJ,IPIP-NEO-120,Agreeableness,120,4.6667,0.4714,4,5,complete
Gemini-3-Flash-Preview,response,ISFJ,IPIP-NEO-120,Conscientiousness,120,4.7833,0.6216,2,5,complete
Gemini-3-Flash-Preview,response,ISFJ,SD3,Machiavellianism,45,2.2222,1.3147,1,4,complete
Gemini-3-Flash-Preview,response,ISFJ,SD3,Narcissism,45,1.7556,0.4298,1,2,complete
Gemini-3-Flash-Preview,response,ISFJ,SD3,Psychopathy,45,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ISFJ,ZKPQ-50-CC,Activity,50,0.6,0.4899,0,1,complete
Gemini-3-Flash-Preview,response,ISFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.44,0.4964,0,1,complete
Gemini-3-Flash-Preview,response,ISFJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INFJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INFJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INFJ,EPQR-A,Neuroticism,30,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,INFJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Gemini-3-Flash-Preview,response,INFJ,IPIP-NEO-120,Neuroticism,120,2.7917,1.0947,1,5,complete
Gemini-3-Flash-Preview,response,INFJ,IPIP-NEO-120,Extraversion,120,2.375,1.1333,1,4,complete
Gemini-3-Flash-Preview,response,INFJ,IPIP-NEO-120,Openness,120,4.3833,0.9932,1,5,complete
Gemini-3-Flash-Preview,response,INFJ,IPIP-NEO-120,Agreeableness,120,4.475,0.8941,2,5,complete
Gemini-3-Flash-Preview,response,INFJ,IPIP-NEO-120,Conscientiousness,120,4.6167,0.4862,4,5,complete
Gemini-3-Flash-Preview,response,INFJ,SD3,Machiavellianism,45,2.2222,1.3147,1,4,complete
Gemini-3-Flash-Preview,response,INFJ,SD3,Narcissism,45,2.3556,1.1577,1,5,complete
Gemini-3-Flash-Preview,response,INFJ,SD3,Psychopathy,45,1.2222,0.4157,1,2,complete
Gemini-3-Flash-Preview,response,INFJ,ZKPQ-50-CC,Activity,50,0.2,0.4,0,1,complete
Gemini-3-Flash-Preview,response,INFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.1,0.3,0,1,complete
Gemini-3-Flash-Preview,response,INFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.7,0.4583,0,1,complete
Gemini-3-Flash-Preview,response,INFJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INTJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Gemini-3-Flash-Preview,response,INTJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INTJ,EPQR-A,Lie,30,0.6667,0.4714,0,1,complete
Gemini-3-Flash-Preview,response,INTJ,IPIP-NEO-120,Neuroticism,120,1.5833,0.862,1,4,complete
Gemini-3-Flash-Preview,response,INTJ,IPIP-NEO-120,Extraversion,120,2.075,1.3673,1,5,complete
Gemini-3-Flash-Preview,response,INTJ,IPIP-NEO-120,Openness,120,3.6667,1.2737,1,5,complete
Gemini-3-Flash-Preview,response,INTJ,IPIP-NEO-120,Agreeableness,120,2.8917,1.3153,1,5,complete
Gemini-3-Flash-Preview,response,INTJ,IPIP-NEO-120,Conscientiousness,120,4.6833,0.8163,2,5,complete
Gemini-3-Flash-Preview,response,INTJ,SD3,Machiavellianism,45,3.6889,1.2078,2,5,complete
Gemini-3-Flash-Preview,response,INTJ,SD3,Narcissism,45,2.8222,1.3546,1,5,complete
Gemini-3-Flash-Preview,response,INTJ,SD3,Psychopathy,45,2.1111,1.0999,1,4,complete
Gemini-3-Flash-Preview,response,INTJ,ZKPQ-50-CC,Activity,50,0.7,0.4583,0,1,complete
Gemini-3-Flash-Preview,response,INTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.4,0.4899,0,1,complete
Gemini-3-Flash-Preview,response,INTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.04,0.196,0,1,complete
Gemini-3-Flash-Preview,response,INTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.1,0.3,0,1,complete
Gemini-3-Flash-Preview,response,INTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTP,EPQR-A,Psychoticism,30,0.2333,0.423,0,1,complete
Gemini-3-Flash-Preview,response,ISTP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTP,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
Gemini-3-Flash-Preview,response,ISTP,IPIP-NEO-120,Neuroticism,120,2.0,0.8944,1,4,complete
Gemini-3-Flash-Preview,response,ISTP,IPIP-NEO-120,Extraversion,120,2.3667,1.0562,1,5,complete
Gemini-3-Flash-Preview,response,ISTP,IPIP-NEO-120,Openness,120,2.8667,1.1101,1,5,complete
Gemini-3-Flash-Preview,response,ISTP,IPIP-NEO-120,Agreeableness,120,3.1417,1.0977,2,5,complete
Gemini-3-Flash-Preview,response,ISTP,IPIP-NEO-120,Conscientiousness,120,3.1,1.1284,2,5,complete
Gemini-3-Flash-Preview,response,ISTP,SD3,Machiavellianism,45,3.1556,1.1538,2,5,complete
Gemini-3-Flash-Preview,response,ISTP,SD3,Narcissism,45,1.9111,0.8647,1,4,complete
Gemini-3-Flash-Preview,response,ISTP,SD3,Psychopathy,45,2.7333,1.1235,1,4,complete
Gemini-3-Flash-Preview,response,ISTP,ZKPQ-50-CC,Activity,50,0.4,0.4899,0,1,complete
Gemini-3-Flash-Preview,response,ISTP,ZKPQ-50-CC,Aggression-Hostility,50,0.3,0.4583,0,1,complete
Gemini-3-Flash-Preview,response,ISTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.76,0.4271,0,1,complete
Gemini-3-Flash-Preview,response,ISTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Gemini-3-Flash-Preview,response,ISFP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFP,EPQR-A,Neuroticism,30,0.6667,0.4714,0,1,complete
Gemini-3-Flash-Preview,response,ISFP,EPQR-A,Lie,30,0.7667,0.423,0,1,complete
Gemini-3-Flash-Preview,response,ISFP,IPIP-NEO-120,Neuroticism,120,3.1,0.995,1,4,complete
Gemini-3-Flash-Preview,response,ISFP,IPIP-NEO-120,Extraversion,120,2.1667,0.84,1,4,complete
Gemini-3-Flash-Preview,response,ISFP,IPIP-NEO-120,Openness,120,3.875,1.1073,2,5,complete
Gemini-3-Flash-Preview,response,ISFP,IPIP-NEO-120,Agreeableness,120,4.5667,0.7272,2,5,complete
Gemini-3-Flash-Preview,response,ISFP,IPIP-NEO-120,Conscientiousness,120,3.1583,1.0165,2,5,complete
Gemini-3-Flash-Preview,response,ISFP,SD3,Machiavellianism,45,2.2,1.3266,1,4,complete
Gemini-3-Flash-Preview,response,ISFP,SD3,Narcissism,45,1.7778,0.4157,1,2,complete
Gemini-3-Flash-Preview,response,ISFP,SD3,Psychopathy,45,1.1556,0.3624,1,2,complete
Gemini-3-Flash-Preview,response,ISFP,ZKPQ-50-CC,Activity,50,0.1,0.3,0,1,complete
Gemini-3-Flash-Preview,response,ISFP,ZKPQ-50-CC,Aggression-Hostility,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ISFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.74,0.4386,0,1,complete
Gemini-3-Flash-Preview,response,ISFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.8,0.4,0,1,complete
Gemini-3-Flash-Preview,response,ISFP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INFP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Gemini-3-Flash-Preview,response,INFP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INFP,EPQR-A,Neuroticism,30,0.9333,0.2494,0,1,complete
Gemini-3-Flash-Preview,response,INFP,EPQR-A,Lie,30,0.6333,0.4819,0,1,complete
Gemini-3-Flash-Preview,response,INFP,IPIP-NEO-120,Neuroticism,120,3.6167,0.8285,1,4,complete
Gemini-3-Flash-Preview,response,INFP,IPIP-NEO-120,Extraversion,120,2.0917,0.8944,1,4,complete
Gemini-3-Flash-Preview,response,INFP,IPIP-NEO-120,Openness,120,4.7083,0.5972,2,5,complete
Gemini-3-Flash-Preview,response,INFP,IPIP-NEO-120,Agreeableness,120,4.575,0.7923,2,5,complete
Gemini-3-Flash-Preview,response,INFP,IPIP-NEO-120,Conscientiousness,120,3.15,1.1948,2,5,complete
Gemini-3-Flash-Preview,response,INFP,SD3,Machiavellianism,45,1.8,1.222,1,4,complete
Gemini-3-Flash-Preview,response,INFP,SD3,Narcissism,45,2.2667,1.1813,1,5,complete
Gemini-3-Flash-Preview,response,INFP,SD3,Psychopathy,45,1.1556,0.3624,1,2,complete
Gemini-3-Flash-Preview,response,INFP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INFP,ZKPQ-50-CC,Aggression-Hostility,50,0.08,0.2713,0,1,complete
Gemini-3-Flash-Preview,response,INFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.76,0.4271,0,1,complete
Gemini-3-Flash-Preview,response,INFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.88,0.325,0,1,complete
Gemini-3-Flash-Preview,response,INFP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INTP,EPQR-A,Psychoticism,30,0.3667,0.4819,0,1,complete
Gemini-3-Flash-Preview,response,INTP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INTP,EPQR-A,Lie,30,0.2,0.4,0,1,complete
Gemini-3-Flash-Preview,response,INTP,IPIP-NEO-120,Neuroticism,120,2.5917,1.0762,1,4,complete
Gemini-3-Flash-Preview,response,INTP,IPIP-NEO-120,Extraversion,120,1.5667,0.5878,1,4,complete
Gemini-3-Flash-Preview,response,INTP,IPIP-NEO-120,Openness,120,4.1,1.0116,2,5,complete
Gemini-3-Flash-Preview,response,INTP,IPIP-NEO-120,Agreeableness,120,3.0667,1.2297,1,5,complete
Gemini-3-Flash-Preview,response,INTP,IPIP-NEO-120,Conscientiousness,120,2.7917,1.2968,1,5,complete
Gemini-3-Flash-Preview,response,INTP,SD3,Machiavellianism,45,2.9333,1.1035,1,5,complete
Gemini-3-Flash-Preview,response,INTP,SD3,Narcissism,45,1.8444,1.0945,1,5,complete
Gemini-3-Flash-Preview,response,INTP,SD3,Psychopathy,45,1.7778,0.9162,1,4,complete
Gemini-3-Flash-Preview,response,INTP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,INTP,ZKPQ-50-CC,Aggression-Hostility,50,0.26,0.4386,0,1,complete
Gemini-3-Flash-Preview,response,INTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.28,0.449,0,1,complete
Gemini-3-Flash-Preview,response,INTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.2,0.4,0,1,complete
Gemini-3-Flash-Preview,response,INTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ESTP,EPQR-A,Psychoticism,30,0.5,0.5,0,1,complete
Gemini-3-Flash-Preview,response,ESTP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ESTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ESTP,EPQR-A,Lie,30,0.1,0.3,0,1,complete
Gemini-3-Flash-Preview,response,ESTP,IPIP-NEO-120,Neuroticism,120,1.75,1.299,1,5,complete
Gemini-3-Flash-Preview,response,ESTP,IPIP-NEO-120,Extraversion,120,4.8583,0.3487,4,5,complete
Gemini-3-Flash-Preview,response,ESTP,IPIP-NEO-120,Openness,120,2.5667,1.4761,1,5,complete
Gemini-3-Flash-Preview,response,ESTP,IPIP-NEO-120,Agreeableness,120,2.9583,1.2342,1,5,complete
Gemini-3-Flash-Preview,response,ESTP,IPIP-NEO-120,Conscientiousness,120,3.1,1.3928,1,5,complete
Gemini-3-Flash-Preview,response,ESTP,SD3,Machiavellianism,45,3.0222,1.183,1,5,complete
Gemini-3-Flash-Preview,response,ESTP,SD3,Narcissism,45,4.6,0.4899,4,5,complete
Gemini-3-Flash-Preview,response,ESTP,SD3,Psychopathy,45,4.0222,0.8297,2,5,complete
Gemini-3-Flash-Preview,response,ESTP,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ESTP,ZKPQ-50-CC,Aggression-Hostility,50,0.92,0.2713,0,1,complete
Gemini-3-Flash-Preview,response,ESTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ESTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Gemini-3-Flash-Preview,response,ESTP,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ESFP,EPQR-A,Psychoticism,30,0.4,0.4899,0,1,complete
Gemini-3-Flash-Preview,response,ESFP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ESFP,EPQR-A,Neuroticism,30,0.3333,0.4714,0,1,complete
Gemini-3-Flash-Preview,response,ESFP,EPQR-A,Lie,30,0.0667,0.2494,0,1,complete
Gemini-3-Flash-Preview,response,ESFP,IPIP-NEO-120,Neuroticism,120,2.0667,1.2957,1,5,complete
Gemini-3-Flash-Preview,response,ESFP,IPIP-NEO-120,Extraversion,120,4.825,0.4013,3,5,complete
Gemini-3-Flash-Preview,response,ESFP,IPIP-NEO-120,Openness,120,3.625,1.4205,1,5,complete
Gemini-3-Flash-Preview,response,ESFP,IPIP-NEO-120,Agreeableness,120,4.575,0.8628,2,5,complete
Gemini-3-Flash-Preview,response,ESFP,IPIP-NEO-120,Conscientiousness,120,2.7917,1.1022,1,5,complete
Gemini-3-Flash-Preview,response,ESFP,SD3,Machiavellianism,45,1.8,0.9798,1,4,complete
Gemini-3-Flash-Preview,response,ESFP,SD3,Narcissism,45,4.3556,0.8474,2,5,complete
Gemini-3-Flash-Preview,response,ESFP,SD3,Psychopathy,45,2.2889,1.2758,1,4,complete
Gemini-3-Flash-Preview,response,ESFP,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ESFP,ZKPQ-50-CC,Aggression-Hostility,50,0.36,0.48,0,1,complete
Gemini-3-Flash-Preview,response,ESFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ESFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.1,0.3,0,1,complete
Gemini-3-Flash-Preview,response,ESFP,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ENFP,EPQR-A,Psychoticism,30,0.5,0.5,0,1,complete
Gemini-3-Flash-Preview,response,ENFP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Gemini-3-Flash-Preview,response,ENFP,EPQR-A,Neuroticism,30,0.6333,0.4819,0,1,complete
Gemini-3-Flash-Preview,response,ENFP,EPQR-A,Lie,30,0.1333,0.3399,0,1,complete
Gemini-3-Flash-Preview,response,ENFP,IPIP-NEO-120,Neuroticism,120,2.3083,1.1165,1,5,complete
Gemini-3-Flash-Preview,response,ENFP,IPIP-NEO-120,Extraversion,120,4.825,0.38,4,5,complete
Gemini-3-Flash-Preview,response,ENFP,IPIP-NEO-120,Openness,120,4.8083,0.3936,4,5,complete
Gemini-3-Flash-Preview,response,ENFP,IPIP-NEO-120,Agreeableness,120,4.5167,0.9999,2,5,complete
Gemini-3-Flash-Preview,response,ENFP,IPIP-NEO-120,Conscientiousness,120,2.825,1.3207,1,5,complete
Gemini-3-Flash-Preview,response,ENFP,SD3,Machiavellianism,45,1.4444,0.4969,1,2,complete
Gemini-3-Flash-Preview,response,ENFP,SD3,Narcissism,45,4.1333,0.8844,2,5,complete
Gemini-3-Flash-Preview,response,ENFP,SD3,Psychopathy,45,1.8444,1.2285,1,4,complete
Gemini-3-Flash-Preview,response,ENFP,ZKPQ-50-CC,Activity,50,0.7,0.4583,0,1,complete
Gemini-3-Flash-Preview,response,ENFP,ZKPQ-50-CC,Aggression-Hostility,50,0.34,0.4737,0,1,complete
Gemini-3-Flash-Preview,response,ENFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
