model,persona,condition,scale,domain,agreement
Gemini-3.1-Flash-Lite,INFP,MBTI,SD3,Psychopathy,0.8964285714285714
Gemini-3.1-Flash-Lite,INFP,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Flash-Lite,INFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Gemini-3.1-Flash-Lite,INFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.0
Gemini-3.1-Flash-Lite,INFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Flash-Lite,INTP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Flash-Lite,INTP,MBTI,EPQR-A,Lie,0.0
Gemini-3.1-Flash-Lite,INTP,MBTI,IPIP-NEO-120,Agreeableness,0.7415966386554621
Gemini-3.1-Flash-Lite,INTP,MBTI,IPIP-NEO-120,Conscientiousness,0.8046218487394958
Gemini-3.1-Flash-Lite,INTP,MBTI,IPIP-NEO-120,Extraversion,0.8904761904761906
Gemini-3.1-Flash-Lite,INTP,MBTI,IPIP-NEO-120,Neuroticism,0.9236842105263158
Gemini-3.1-Flash-Lite,INTP,MBTI,IPIP-NEO-120,Openness,0.9211111111111112
Gemini-3.1-Flash-Lite,INTP,MBTI,SD3,Narcissism,0.7833333333333334
Gemini-3.1-Flash-Lite,INTP,MBTI,SD3,Psychopathy,0.9392857142857143
Gemini-3.1-Flash-Lite,INTP,MBTI,ZKPQ-50-CC,Activity,0.975
Gemini-3.1-Flash-Lite,INTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8095238095238095
Gemini-3.1-Flash-Lite,INTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.5333333333333333
Gemini-3.1-Flash-Lite,INTP,MBTI,ZKPQ-50-CC,Sociability,0.95
Gemini-3.1-Flash-Lite,ESTP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Flash-Lite,ESTP,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Flash-Lite,ESTP,MBTI,IPIP-NEO-120,Agreeableness,0.961764705882353
Gemini-3.1-Flash-Lite,ESTP,MBTI,IPIP-NEO-120,Conscientiousness,0.5054621848739496
Gemini-3.1-Flash-Lite,ESTP,MBTI,IPIP-NEO-120,Extraversion,0.9785714285714286
Gemini-3.1-Flash-Lite,ESTP,MBTI,IPIP-NEO-120,Neuroticism,0.5484210526315789
Gemini-3.1-Flash-Lite,ESTP,MBTI,IPIP-NEO-120,Openness,0.9044444444444444
Gemini-3.1-Flash-Lite,ESTP,MBTI,SD3,Narcissism,0.8666666666666665
Gemini-3.1-Flash-Lite,ESTP,MBTI,SD3,Psychopathy,0.8642857142857142
Gemini-3.1-Flash-Lite,ESTP,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Flash-Lite,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8857142857142858
Gemini-3.1-Flash-Lite,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Flash-Lite,ESTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Flash-Lite,ESFP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Flash-Lite,ESFP,MBTI,EPQR-A,Lie,0.5
Gemini-3.1-Flash-Lite,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.9361344537815126
Gemini-3.1-Flash-Lite,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.6794117647058823
Gemini-3.1-Flash-Lite,ESFP,MBTI,IPIP-NEO-120,Extraversion,0.9690476190476189
Gemini-3.1-Flash-Lite,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.5842105263157895
Gemini-3.1-Flash-Lite,ESFP,MBTI,IPIP-NEO-120,Openness,0.9222222222222222
Gemini-3.1-Flash-Lite,ESFP,MBTI,SD3,Narcissism,0.875
Gemini-3.1-Flash-Lite,ESFP,MBTI,SD3,Psychopathy,0.6535714285714286
Gemini-3.1-Flash-Lite,ESFP,MBTI,ZKPQ-50-CC,Activity,0.875
Gemini-3.1-Flash-Lite,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8761904761904762
Gemini-3.1-Flash-Lite,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
Gemini-3.1-Flash-Lite,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Flash-Lite,ENFP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Flash-Lite,ENFP,MBTI,EPQR-A,Lie,0.6
Gemini-3.1-Flash-Lite,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.8983193277310926
Gemini-3.1-Flash-Lite,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.7478991596638656
Gemini-3.1-Flash-Lite,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.9357142857142857
Gemini-3.1-Flash-Lite,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.7499999999999999
Gemini-3.1-Flash-Lite,ENFP,MBTI,IPIP-NEO-120,Openness,0.9777777777777779
Gemini-3.1-Flash-Lite,ENFP,MBTI,SD3,Narcissism,0.7083333333333334
Gemini-3.1-Flash-Lite,ENFP,MBTI,SD3,Psychopathy,0.6928571428571428
Gemini-3.1-Flash-Lite,ENFP,MBTI,ZKPQ-50-CC,Activity,0.625
Gemini-3.1-Flash-Lite,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.4761904761904763
Gemini-3.1-Flash-Lite,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.3111111111111111
Gemini-3.1-Flash-Lite,ENFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Flash-Lite,ENTP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Flash-Lite,ENTP,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Flash-Lite,ENTP,MBTI,IPIP-NEO-120,Agreeableness,0.9945378151260504
Gemini-3.1-Flash-Lite,ENTP,MBTI,IPIP-NEO-120,Conscientiousness,0.7987394957983192
Gemini-3.1-Flash-Lite,ENTP,MBTI,IPIP-NEO-120,Extraversion,0.8952380952380952
Gemini-3.1-Flash-Lite,ENTP,MBTI,IPIP-NEO-120,Neuroticism,0.5152631578947369
Gemini-3.1-Flash-Lite,ENTP,MBTI,IPIP-NEO-120,Openness,0.99
Gemini-3.1-Flash-Lite,ENTP,MBTI,SD3,Narcissism,0.6749999999999999
Gemini-3.1-Flash-Lite,ENTP,MBTI,SD3,Psychopathy,0.9071428571428571
Gemini-3.1-Flash-Lite,ENTP,MBTI,ZKPQ-50-CC,Activity,0.75
Gemini-3.1-Flash-Lite,ENTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8095238095238095
Gemini-3.1-Flash-Lite,ENTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Flash-Lite,ENTP,MBTI,ZKPQ-50-CC,Sociability,0.5
Gemini-3.1-Flash-Lite,ESTJ,MBTI,EPQR-A,Extraversion,0.6666666666666666
Gemini-3.1-Flash-Lite,ESTJ,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Flash-Lite,ESTJ,MBTI,IPIP-NEO-120,Agreeableness,0.7218487394957983
Gemini-3.1-Flash-Lite,ESTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9924369747899162
Gemini-3.1-Flash-Lite,ESTJ,MBTI,IPIP-NEO-120,Extraversion,0.6523809523809523
Gemini-3.1-Flash-Lite,ESTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9289473684210526
Gemini-3.1-Flash-Lite,ESTJ,MBTI,IPIP-NEO-120,Openness,0.9277777777777778
Gemini-3.1-Flash-Lite,ESTJ,MBTI,SD3,Narcissism,0.8166666666666668
Gemini-3.1-Flash-Lite,ESTJ,MBTI,SD3,Psychopathy,0.8535714285714285
Gemini-3.1-Flash-Lite,ESTJ,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Flash-Lite,ESTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7619047619047619
Gemini-3.1-Flash-Lite,ESTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Flash-Lite,ESTJ,MBTI,ZKPQ-50-CC,Sociability,0.6666666666666666
Gemini-3.1-Flash-Lite,ESFJ,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Flash-Lite,ESFJ,MBTI,EPQR-A,Lie,0.75
Gemini-3.1-Flash-Lite,ESFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9890756302521009
Gemini-3.1-Flash-Lite,ESFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9768907563025209
Gemini-3.1-Flash-Lite,ESFJ,MBTI,IPIP-NEO-120,Extraversion,0.9928571428571429
Gemini-3.1-Flash-Lite,ESFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9921052631578947
Gemini-3.1-Flash-Lite,ESFJ,MBTI,IPIP-NEO-120,Openness,0.8833333333333333
Gemini-3.1-Flash-Lite,ESFJ,MBTI,SD3,Narcissism,1.0
Gemini-3.1-Flash-Lite,ESFJ,MBTI,SD3,Psychopathy,1.0
Gemini-3.1-Flash-Lite,ESFJ,MBTI,ZKPQ-50-CC,Activity,0.75
Gemini-3.1-Flash-Lite,ESFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Gemini-3.1-Flash-Lite,ESFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.6666666666666667
Gemini-3.1-Flash-Lite,ESFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Flash-Lite,ENFJ,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Flash-Lite,ENFJ,MBTI,EPQR-A,Lie,0.75
Gemini-3.1-Flash-Lite,ENFJ,MBTI,IPIP-NEO-120,Agreeableness,0.96218487394958
Gemini-3.1-Flash-Lite,ENFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9113445378151259
Gemini-3.1-Flash-Lite,ENFJ,MBTI,IPIP-NEO-120,Extraversion,0.8309523809523809
Gemini-3.1-Flash-Lite,ENFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9978947368421053
Gemini-3.1-Flash-Lite,ENFJ,MBTI,IPIP-NEO-120,Openness,0.9688888888888889
Gemini-3.1-Flash-Lite,ENFJ,MBTI,SD3,Narcissism,0.8166666666666668
Gemini-3.1-Flash-Lite,ENFJ,MBTI,SD3,Psychopathy,0.875
Gemini-3.1-Flash-Lite,ENFJ,MBTI,ZKPQ-50-CC,Activity,0.875
Gemini-3.1-Flash-Lite,ENFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Gemini-3.1-Flash-Lite,ENFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4444444444444444
Gemini-3.1-Flash-Lite,ENFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Flash-Lite,ENTJ,MBTI,EPQR-A,Extraversion,0.6666666666666666
Gemini-3.1-Flash-Lite,ENTJ,MBTI,EPQR-A,Lie,0.5
Gemini-3.1-Flash-Lite,ENTJ,MBTI,IPIP-NEO-120,Agreeableness,0.749579831932773
Gemini-3.1-Flash-Lite,ENTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.8714285714285714
Gemini-3.1-Flash-Lite,ENTJ,MBTI,IPIP-NEO-120,Extraversion,0.5976190476190476
Gemini-3.1-Flash-Lite,ENTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8789473684210526
Gemini-3.1-Flash-Lite,ENTJ,MBTI,IPIP-NEO-120,Openness,0.851111111111111
Gemini-3.1-Flash-Lite,ENTJ,MBTI,SD3,Narcissism,0.7916666666666667
Gemini-3.1-Flash-Lite,ENTJ,MBTI,SD3,Psychopathy,0.9249999999999999
Gemini-3.1-Flash-Lite,ENTJ,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Flash-Lite,ENTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9523809523809523
Gemini-3.1-Flash-Lite,ENTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Flash-Lite,ENTJ,MBTI,ZKPQ-50-CC,Sociability,0.7999999999999999
Gemini-3.1-Pro-Preview,Default,Default,EPQR-A,Extraversion,0.8666666666666666
Gemini-3.1-Pro-Preview,Default,Default,EPQR-A,Lie,0.0
Gemini-3.1-Pro-Preview,Default,Default,IPIP-NEO-120,Agreeableness,0.9092436974789917
Gemini-3.1-Pro-Preview,Default,Default,IPIP-NEO-120,Conscientiousness,0.9470588235294117
Gemini-3.1-Pro-Preview,Default,Default,IPIP-NEO-120,Extraversion,0.8071428571428572
Gemini-3.1-Pro-Preview,Default,Default,IPIP-NEO-120,Neuroticism,0.9705263157894737
Gemini-3.1-Pro-Preview,Default,Default,IPIP-NEO-120,Openness,0.9444444444444445
Gemini-3.1-Pro-Preview,Default,Default,SD3,Narcissism,0.29166666666666674
Gemini-3.1-Pro-Preview,Default,Default,SD3,Psychopathy,1.0
Gemini-3.1-Pro-Preview,Default,Default,ZKPQ-50-CC,Activity,0.725
Gemini-3.1-Pro-Preview,Default,Default,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Gemini-3.1-Pro-Preview,Default,Default,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Pro-Preview,Default,Default,ZKPQ-50-CC,Sociability,0.33333333333333337
Gemini-3.1-Pro-Preview,ISTJ,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,ISTJ,MBTI,EPQR-A,Lie,0.95
Gemini-3.1-Pro-Preview,ISTJ,MBTI,IPIP-NEO-120,Agreeableness,0.610924369747899
Gemini-3.1-Pro-Preview,ISTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9529411764705882
Gemini-3.1-Pro-Preview,ISTJ,MBTI,IPIP-NEO-120,Extraversion,0.9285714285714285
Gemini-3.1-Pro-Preview,ISTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9073684210526316
Gemini-3.1-Pro-Preview,ISTJ,MBTI,IPIP-NEO-120,Openness,0.9255555555555557
Gemini-3.1-Pro-Preview,ISTJ,MBTI,SD3,Narcissism,0.9500000000000001
Gemini-3.1-Pro-Preview,ISTJ,MBTI,SD3,Psychopathy,0.9357142857142857
Gemini-3.1-Pro-Preview,ISTJ,MBTI,ZKPQ-50-CC,Activity,0.9750000000000001
Gemini-3.1-Pro-Preview,ISTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Gemini-3.1-Pro-Preview,ISTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9111111111111111
Gemini-3.1-Pro-Preview,ISTJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,ISFJ,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,ISFJ,MBTI,EPQR-A,Lie,0.75
Gemini-3.1-Pro-Preview,ISFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9663865546218486
Gemini-3.1-Pro-Preview,ISFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.947058823529412
Gemini-3.1-Pro-Preview,ISFJ,MBTI,IPIP-NEO-120,Extraversion,0.9071428571428571
Gemini-3.1-Pro-Preview,ISFJ,MBTI,IPIP-NEO-120,Neuroticism,0.7473684210526317
Gemini-3.1-Pro-Preview,ISFJ,MBTI,IPIP-NEO-120,Openness,0.8855555555555555
Gemini-3.1-Pro-Preview,ISFJ,MBTI,SD3,Narcissism,0.975
Gemini-3.1-Pro-Preview,ISFJ,MBTI,SD3,Psychopathy,1.0
Gemini-3.1-Pro-Preview,ISFJ,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Pro-Preview,ISFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8
Gemini-3.1-Pro-Preview,ISFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.7333333333333334
Gemini-3.1-Pro-Preview,ISFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,INFJ,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,INFJ,MBTI,EPQR-A,Lie,0.8
Gemini-3.1-Pro-Preview,INFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9361344537815126
Gemini-3.1-Pro-Preview,INFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.973529411764706
Gemini-3.1-Pro-Preview,INFJ,MBTI,IPIP-NEO-120,Extraversion,0.9142857142857141
Gemini-3.1-Pro-Preview,INFJ,MBTI,IPIP-NEO-120,Neuroticism,0.8268421052631579
Gemini-3.1-Pro-Preview,INFJ,MBTI,IPIP-NEO-120,Openness,0.9733333333333334
Gemini-3.1-Pro-Preview,INFJ,MBTI,SD3,Narcissism,0.8666666666666666
Gemini-3.1-Pro-Preview,INFJ,MBTI,SD3,Psychopathy,0.925
Gemini-3.1-Pro-Preview,INFJ,MBTI,ZKPQ-50-CC,Activity,0.875
Gemini-3.1-Pro-Preview,INFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Gemini-3.1-Pro-Preview,INFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.5999999999999999
Gemini-3.1-Pro-Preview,INFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,INTJ,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,INTJ,MBTI,EPQR-A,Lie,0.95
Gemini-3.1-Pro-Preview,INTJ,MBTI,IPIP-NEO-120,Agreeableness,0.6508403361344538
Gemini-3.1-Pro-Preview,INTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9915966386554622
Gemini-3.1-Pro-Preview,INTJ,MBTI,IPIP-NEO-120,Extraversion,0.907142857142857
Gemini-3.1-Pro-Preview,INTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9536842105263158
Gemini-3.1-Pro-Preview,INTJ,MBTI,IPIP-NEO-120,Openness,0.9955555555555557
Gemini-3.1-Pro-Preview,INTJ,MBTI,SD3,Narcissism,0.7333333333333334
Gemini-3.1-Pro-Preview,INTJ,MBTI,SD3,Psychopathy,0.9107142857142857
Gemini-3.1-Pro-Preview,INTJ,MBTI,ZKPQ-50-CC,Activity,0.925
Gemini-3.1-Pro-Preview,INTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6190476190476191
Gemini-3.1-Pro-Preview,INTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
Gemini-3.1-Pro-Preview,INTJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,ISTP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,ISTP,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Pro-Preview,ISTP,MBTI,IPIP-NEO-120,Agreeableness,0.6109243697478991
Gemini-3.1-Pro-Preview,ISTP,MBTI,IPIP-NEO-120,Conscientiousness,0.9243697478991597
Gemini-3.1-Pro-Preview,ISTP,MBTI,IPIP-NEO-120,Extraversion,0.8047619047619048
Gemini-3.1-Pro-Preview,ISTP,MBTI,IPIP-NEO-120,Neuroticism,0.8031578947368423
Gemini-3.1-Pro-Preview,ISTP,MBTI,IPIP-NEO-120,Openness,0.9933333333333333
Gemini-3.1-Pro-Preview,ISTP,MBTI,SD3,Narcissism,0.9583333333333333
Gemini-3.1-Pro-Preview,ISTP,MBTI,SD3,Psychopathy,0.8
Gemini-3.1-Pro-Preview,ISTP,MBTI,ZKPQ-50-CC,Activity,0.75
Gemini-3.1-Pro-Preview,ISTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8380952380952381
Gemini-3.1-Pro-Preview,ISTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Pro-Preview,ISTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,ISFP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,ISFP,MBTI,EPQR-A,Lie,0.7
Gemini-3.1-Pro-Preview,ISFP,MBTI,IPIP-NEO-120,Agreeableness,0.9836134453781513
Gemini-3.1-Pro-Preview,ISFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9298319327731092
Gemini-3.1-Pro-Preview,ISFP,MBTI,IPIP-NEO-120,Extraversion,0.9285714285714286
Gemini-3.1-Pro-Preview,ISFP,MBTI,IPIP-NEO-120,Neuroticism,0.9947368421052633
Gemini-3.1-Pro-Preview,ISFP,MBTI,IPIP-NEO-120,Openness,0.9755555555555556
Gemini-3.1-Pro-Preview,ISFP,MBTI,SD3,Narcissism,0.9833333333333333
Gemini-3.1-Pro-Preview,ISFP,MBTI,SD3,Psychopathy,0.875
Gemini-3.1-Pro-Preview,ISFP,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Pro-Preview,ISFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7333333333333334
Gemini-3.1-Pro-Preview,ISFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.28888888888888886
Gemini-3.1-Pro-Preview,ISFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,INFP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,INFP,MBTI,EPQR-A,Lie,0.9
Gemini-3.1-Pro-Preview,INFP,MBTI,IPIP-NEO-120,Agreeableness,0.9626050420168066
Gemini-3.1-Pro-Preview,INFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9605042016806724
Gemini-3.1-Pro-Preview,INFP,MBTI,IPIP-NEO-120,Extraversion,0.8666666666666666
Gemini-3.1-Pro-Preview,INFP,MBTI,IPIP-NEO-120,Neuroticism,0.9557894736842105
Gemini-3.1-Pro-Preview,INFP,MBTI,IPIP-NEO-120,Openness,0.981111111111111
Gemini-3.1-Pro-Preview,INFP,MBTI,SD3,Narcissism,0.8083333333333333
Gemini-3.1-Pro-Preview,INFP,MBTI,SD3,Psychopathy,0.875
Gemini-3.1-Pro-Preview,INFP,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Pro-Preview,INFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
Gemini-3.1-Pro-Preview,INFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.022222222222222143
Gemini-3.1-Pro-Preview,INFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,INTP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,INTP,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Pro-Preview,INTP,MBTI,IPIP-NEO-120,Agreeableness,0.6033613445378152
Gemini-3.1-Pro-Preview,INTP,MBTI,IPIP-NEO-120,Conscientiousness,0.8991596638655461
Gemini-3.1-Pro-Preview,INTP,MBTI,IPIP-NEO-120,Extraversion,0.9761904761904762
Gemini-3.1-Pro-Preview,INTP,MBTI,IPIP-NEO-120,Neuroticism,0.9857894736842104
Gemini-3.1-Pro-Preview,INTP,MBTI,IPIP-NEO-120,Openness,0.9222222222222223
Gemini-3.1-Pro-Preview,INTP,MBTI,SD3,Narcissism,0.7333333333333334
Gemini-3.1-Pro-Preview,INTP,MBTI,SD3,Psychopathy,0.9964285714285714
Gemini-3.1-Pro-Preview,INTP,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Pro-Preview,INTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.4285714285714286
Gemini-3.1-Pro-Preview,INTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.7777777777777778
Gemini-3.1-Pro-Preview,INTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,ESTP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,ESTP,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Pro-Preview,ESTP,MBTI,IPIP-NEO-120,Agreeableness,0.9058823529411766
Gemini-3.1-Pro-Preview,ESTP,MBTI,IPIP-NEO-120,Conscientiousness,0.5857142857142856
Gemini-3.1-Pro-Preview,ESTP,MBTI,IPIP-NEO-120,Extraversion,0.9880952380952381
Gemini-3.1-Pro-Preview,ESTP,MBTI,IPIP-NEO-120,Neuroticism,0.5573684210526316
Gemini-3.1-Pro-Preview,ESTP,MBTI,IPIP-NEO-120,Openness,0.8477777777777779
Gemini-3.1-Pro-Preview,ESTP,MBTI,SD3,Narcissism,0.9249999999999998
Gemini-3.1-Pro-Preview,ESTP,MBTI,SD3,Psychopathy,0.817857142857143
Gemini-3.1-Pro-Preview,ESTP,MBTI,ZKPQ-50-CC,Activity,1.0
Gemini-3.1-Pro-Preview,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7904761904761904
Gemini-3.1-Pro-Preview,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Pro-Preview,ESTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,ESFP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,ESFP,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Pro-Preview,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.9327731092436975
Gemini-3.1-Pro-Preview,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.7054621848739496
Gemini-3.1-Pro-Preview,ESFP,MBTI,IPIP-NEO-120,Extraversion,0.9690476190476192
Gemini-3.1-Pro-Preview,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.6547368421052631
Gemini-3.1-Pro-Preview,ESFP,MBTI,IPIP-NEO-120,Openness,0.8344444444444443
Gemini-3.1-Pro-Preview,ESFP,MBTI,SD3,Narcissism,0.8583333333333332
Gemini-3.1-Pro-Preview,ESFP,MBTI,SD3,Psychopathy,0.7035714285714285
Gemini-3.1-Pro-Preview,ESFP,MBTI,ZKPQ-50-CC,Activity,0.975
Gemini-3.1-Pro-Preview,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8095238095238095
Gemini-3.1-Pro-Preview,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Gemini-3.1-Pro-Preview,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Gemini-3.1-Pro-Preview,ENFP,MBTI,EPQR-A,Extraversion,1.0
Gemini-3.1-Pro-Preview,ENFP,MBTI,EPQR-A,Lie,1.0
Gemini-3.1-Pro-Preview,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.9180672268907564
Gemini-3.1-Pro-Preview,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.7571428571428572
Gemini-3.1-Pro-Preview,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.9690476190476192
Gemini-3.1-Pro-Preview,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.7421052631578947
Gemini-3.1-Pro-Preview,ENFP,MBTI,IPIP-NEO-120,Openness,0.9866666666666668
Gemini-3.1-Pro-Preview,ENFP,MBTI,SD3,Narcissism,0.6833333333333332
Gemini-3.1-Pro-Preview,ENFP,MBTI,SD3,Psychopathy,0.6964285714285714
Gemini-3.1-Pro-Preview,ENFP,MBTI,ZKPQ-50-CC,Activity,0.875
Gemini-3.1-Pro-Preview,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.4761904761904763
Gemini-3.1-Pro-Preview,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.6666666666666667
